MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_412;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_665;Rho_wn_IS_681;Rho_wn_IS_708;Rho_wn_IS_753;Lw_IS_412;Lw_IS_443;Lw_IS_490;Lw_IS_510;Lw_IS_560;Lw_IS_620;Lw_IS_665;Lw_IS_681;Lw_IS_708;Lw_IS_753;Es_IS_412;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_665;Es_IS_681;Es_IS_708;Es_IS_753
MOBY_679_b_oc;MOBY;KennethVoss;    20.815;  -157.206;20030901T000515Z;P10100100;M111110111101110100;    15.000;    25.985;       0.036234;       0.028163;       0.019119;       0.010600;       0.004352;       0.000417;       0.000140;       0.000121;       0.000022;            NaN;       1.480100;       1.273600;       0.930800;       0.518300;       0.204500;       0.017900;       0.005800;       0.004900;       0.000800;            NaN;     129.000000;     143.000000;     154.000000;     155.100006;     149.000000;     136.300003;     131.199997;     128.000000;     115.800003;     110.300003
MOBY_680_b_oc;MOBY;KennethVoss;    20.826;  -157.203;20030902T000620Z;P10100100;M111110111101110100;    14.000;    26.455;       0.031939;       0.025228;       0.017619;       0.009998;       0.004265;       0.000421;       0.000139;       0.000123;       0.000021;            NaN;       1.214100;       1.060900;       0.795900;       0.452400;       0.185500;       0.016700;       0.005300;       0.004600;       0.000700;            NaN;     120.000000;     132.899994;     142.800003;     143.399994;     137.800003;     125.699997;     120.900002;     118.000000;     105.099998;     101.500000
MOBY_681_b_oc;MOBY;KennethVoss;    20.820;  -157.202;20030904T000600Z;P10100100;M111110111101110100;    15.000;    26.964;       0.037957;       0.028872;       0.019160;       0.010436;       0.004101;       0.000361;       0.000141;       0.000132;       0.000023;            NaN;       1.492000;       1.254300;       0.893700;       0.489200;       0.184200;       0.014800;       0.005600;       0.005100;       0.000800;            NaN;     124.199997;     137.500000;     147.699997;     148.899994;     142.600006;     130.399994;     125.699997;     122.599998;     112.400002;     105.699997
MOBY_682_b_oc;MOBY;KennethVoss;    20.825;  -157.208;20030908T000622Z;P10100100;M111110111101110100;    15.000;    28.037;       0.032448;       0.024567;       0.016013;       0.008611;       0.003506;       0.000324;       0.000139;       0.000174;       0.000043;       0.000011;       1.334800;       1.120400;       0.786000;       0.425100;       0.165900;       0.014000;       0.005800;       0.007100;       0.001600;       0.000400;     130.000000;     144.399994;     155.500000;     156.899994;     150.300003;     137.500000;     132.800003;     129.600006;     119.199997;     111.800003
MOBY_683_b_oc;MOBY;KennethVoss;    20.822;  -157.208;20030912T000709Z;P10100100;M111110111101110100;    15.000;    29.378;       0.041393;       0.031336;       0.020115;       0.010693;       0.004181;       0.000389;       0.000141;       0.000120;       0.000023;            NaN;       1.598600;       1.335800;       0.920300;       0.490800;       0.184000;       0.015700;       0.005500;       0.004600;       0.000800;            NaN;     122.099998;     135.100006;     145.100006;     146.100006;     140.000000;     128.399994;     124.099998;     121.199997;     110.300003;     104.500000
MOBY_684_b_oc;MOBY;KennethVoss;    20.821;  -157.202;20030915T000624Z;P10100100;M111110111101110100;    15.000;    30.070;       0.042155;       0.031228;       0.019440;       0.010143;       0.003836;       0.000353;       0.000117;       0.000104;       0.000017;            NaN;       1.646000;       1.347800;       0.901400;       0.472000;       0.171300;       0.014400;       0.004600;       0.004000;       0.000600;            NaN;     123.500000;     136.899994;     147.199997;     148.300003;     142.199997;     130.100006;     125.599998;     122.500000;     111.699997;     105.699997
MOBY_685_b_oc;MOBY;KennethVoss;    20.823;  -157.204;20030916T000623Z;P10100100;M111110111101110100;    15.000;    30.372;       0.037534;       0.028006;       0.018523;       0.010325;       0.004181;       0.000371;       0.000131;       0.000112;       0.000022;            NaN;       1.521900;       1.257800;       0.895500;       0.501000;       0.194700;       0.015800;       0.005400;       0.004500;       0.000800;            NaN;     128.199997;     142.300003;     153.300003;     154.399994;     148.100006;     135.600006;     130.899994;     127.699997;     116.099998;     110.300003
MOBY_686_b_oc;MOBY;KennethVoss;    20.827;  -157.195;20030917T000814Z;P10100100;M111110111101110100;    14.000;    31.083;       0.043168;       0.032519;       0.020021;       0.010220;       0.003697;       0.000273;       0.000097;       0.000084;       0.000016;            NaN;       1.743500;       1.456100;       0.965800;       0.494800;       0.171900;       0.011600;       0.004000;       0.003400;       0.000600;            NaN;     127.900002;     142.199997;     153.399994;     154.600006;     148.399994;     135.899994;     131.199997;     128.100006;     116.599998;     110.599998
MOBY_687_b_oc;MOBY;KennethVoss;    20.819;  -157.189;20030919T000435Z;P10100100;M111110111101110100;    13.000;    30.917;       0.043876;       0.032143;       0.018984;       0.009444;       0.003497;       0.000370;       0.000113;       0.000090;       0.000016;            NaN;       1.784900;       1.452700;       0.926800;       0.463000;       0.165200;       0.016000;       0.004700;       0.003700;       0.000600;            NaN;     128.800003;     143.500000;     155.199997;     156.500000;     150.699997;     138.100006;     133.300003;     130.100006;     118.300003;     112.300003
MOBY_688_b_oc;MOBY;KennethVoss;    20.820;  -157.189;20030920T000625Z;P10100100;M111110111101110100;    13.000;    31.619;       0.043937;       0.032369;       0.019474;       0.009921;       0.003728;       0.000321;       0.000093;       0.000080;       0.000014;            NaN;       1.745700;       1.431100;       0.930600;       0.476400;       0.172300;       0.013600;       0.003800;       0.003200;       0.000500;            NaN;     125.900002;     140.500000;     152.100006;     153.500000;     147.699997;     135.600006;     131.000000;     127.900002;     116.500000;     110.500000
MOBY_689_b_oc;MOBY;KennethVoss;    20.814;  -157.186;20030923T000625Z;P10100100;M111110111101110100;    14.000;    32.567;       0.048730;       0.035462;       0.022190;       0.011811;       0.004616;       0.000413;       0.000134;       0.000118;       0.000021;            NaN;       1.811600;       1.462000;       0.984800;       0.526300;       0.197900;       0.016200;       0.005100;       0.004400;       0.000700;            NaN;     117.900002;     131.100006;     141.399994;     142.600006;     137.199997;     125.800003;     121.500000;     118.500000;     107.800003;     102.400002
MOBY_690_b_oc;MOBY;KennethVoss;    20.821;  -157.191;20030924T000501Z;P10100100;M111110111101110100;    13.000;    32.697;       0.043854;       0.031590;       0.018389;       0.008642;       0.002827;       0.000198;       0.000049;       0.000042;       0.000006;            NaN;       1.665500;       1.333300;       0.838500;       0.395500;       0.124700;       0.008000;       0.001900;       0.001600;       0.000200;            NaN;     120.500000;     134.300003;     145.399994;     146.600006;     141.300003;     129.699997;     125.400002;     122.500000;     111.400002;     105.900002
MOBY_691_b_oc;MOBY;KennethVoss;    20.819;  -157.191;20030925T000535Z;P10100100;M111110111101110100;    13.000;    33.018;       0.049302;       0.035683;       0.020421;       0.009645;       0.003288;       0.000264;       0.000078;       0.000069;       0.000012;            NaN;       1.842200;       1.480800;       0.915300;       0.433900;       0.142700;       0.010500;       0.003000;       0.002600;       0.000400;            NaN;     118.599998;     132.100006;     143.000000;     144.199997;     139.100006;     127.800003;     123.400002;     120.500000;     109.199997;     104.199997
MOBY_692_b_oc;MOBY;KennethVoss;    20.825;  -157.190;20030926T000627Z;P10100100;M111110111101110100;    13.000;    33.533;       0.046600;       0.034211;       0.020338;       0.010169;       0.003723;       0.000313;       0.000110;       0.000090;       0.000018;            NaN;       1.732800;       1.412400;       0.906300;       0.455100;       0.160700;       0.012400;       0.004200;       0.003400;       0.000600;            NaN;     118.099998;     131.500000;     142.300003;     143.600006;     138.500000;     127.400002;     123.000000;     120.099998;     109.000000;     103.900002
MOBY_693_b_oc;MOBY;KennethVoss;    20.818;  -157.188;20030928T000733Z;P10100100;M111110111101110100;    13.000;    34.363;       0.049974;       0.036917;       0.022075;       0.010953;       0.003941;       0.000297;       0.000105;       0.000090;       0.000018;            NaN;       1.812400;       1.491300;       0.963700;       0.480200;       0.166000;       0.011400;       0.003900;       0.003300;       0.000600;            NaN;     115.300003;     128.800003;     139.600006;     140.899994;     135.399994;     123.900002;     119.900002;     116.900002;     107.300003;     101.000000
MOBY_694_b_oc;MOBY;KennethVoss;    20.815;  -157.187;20030929T000628Z;P10100100;M111110111101110100;    14.000;    34.500;       0.045509;       0.033412;       0.020979;       0.011078;       0.004294;       0.000371;       0.000125;       0.000111;       0.000021;            NaN;       1.670800;       1.362700;       0.922700;       0.489300;       0.182100;       0.014400;       0.004700;       0.004100;       0.000700;            NaN;     116.699997;     130.000000;     140.600006;     141.899994;     136.300003;     125.099998;     121.000000;     118.000000;     108.199997;     102.000000
MOBY_695_b_oc;MOBY;KennethVoss;    20.825;  -157.192;20030930T000628Z;P10100100;M111110111101110100;    13.000;    34.828;       0.045811;       0.033742;       0.020692;       0.010663;       0.004016;       0.000335;       0.000100;       0.000088;       0.000015;            NaN;       1.656200;       1.354900;       0.895500;       0.463400;       0.167600;       0.012800;       0.003700;       0.003200;       0.000500;            NaN;     115.000000;     128.100006;     138.500000;     139.800003;     134.300003;     123.199997;     119.199997;     116.400002;     106.599998;     100.699997
MOBY_696_b_oc;MOBY;KennethVoss;    20.818;  -157.184;20031001T000627Z;P10100100;M111110111101110100;    13.000;    35.288;       0.049174;       0.035561;       0.021315;       0.010900;       0.004099;       0.000328;       0.000103;       0.000090;       0.000015;            NaN;       1.770600;       1.423800;       0.920400;       0.472900;       0.170900;       0.012500;       0.003800;       0.003300;       0.000500;            NaN;     114.599998;     127.800003;     138.300003;     139.699997;     134.300003;     123.300003;     119.300003;     116.500000;     106.800003;     100.800003
MOBY_697_b_oc;MOBY;KennethVoss;    20.822;  -157.183;20031004T000629Z;P10100100;M111110111101110100;    13.000;    36.267;       0.047053;       0.033954;       0.020859;       0.010814;       0.004141;       0.000347;       0.000120;       0.000102;       0.000018;            NaN;       1.677500;       1.350400;       0.897900;       0.466600;       0.172400;       0.013200;       0.004400;       0.003700;       0.000600;            NaN;     113.599998;     127.099998;     138.100006;     139.199997;     134.399994;     123.199997;     118.900002;     116.099998;     104.599998;     100.400002
MOBY_698_b_oc;MOBY;KennethVoss;    20.816;  -157.191;20031006T000820Z;P10100100;M111110111101110100;    14.000;    37.263;       0.043779;       0.031980;       0.020943;       0.011454;       0.004589;       0.000386;       0.000128;       0.000113;       0.000021;       0.000020;       1.533000;       1.246500;       0.880700;       0.483700;       0.186100;       0.014300;       0.004600;       0.004000;       0.000700;       0.000600;     111.500000;     124.400002;     134.699997;     136.000000;     130.699997;     119.800003;     115.800003;     113.000000;     104.099998;      97.800003
MOBY_699_b_oc;MOBY;KennethVoss;    20.824;  -157.190;20031007T000759Z;P10100100;M111110111101110100;    13.000;    37.413;       0.046426;       0.033864;       0.021270;       0.011142;       0.004237;       0.000349;       0.000125;       0.000106;       0.000015;            NaN;       1.663300;       1.352600;       0.918000;       0.482200;       0.176500;       0.013300;       0.004600;       0.003900;       0.000500;            NaN;     114.300003;     127.800003;     138.699997;     139.899994;     134.800003;     123.699997;     119.699997;     116.900002;     105.900002;     101.199997
MOBY_700_b_oc;MOBY;KennethVoss;    20.812;  -157.204;20031014T000633Z;P10100100;M111110111101110100;    15.000;    39.454;       0.037514;       0.029658;       0.020177;       0.011179;       0.004473;       0.000393;       0.000147;       0.000142;       0.000025;            NaN;       1.268400;       1.118600;       0.821400;       0.457000;       0.175600;       0.014100;       0.005100;       0.004900;       0.000800;            NaN;     107.800003;     120.500000;     130.600006;     131.899994;     126.800003;     116.400002;     112.699997;     110.000000;     100.400002;      95.099998
MOBY_701_b_oc;MOBY;KennethVoss;    20.819;  -157.210;20031017T000634Z;P10100100;M111110111101110100;    15.000;    40.387;       0.032861;       0.026491;       0.018413;       0.010391;       0.004206;       0.000365;       0.000132;       0.000127;       0.000024;            NaN;       1.046400;       0.940000;       0.704200;       0.398700;       0.154800;       0.012300;       0.004300;       0.004100;       0.000700;            NaN;     101.500000;     113.300003;     122.599998;     123.699997;     118.800003;     109.000000;     105.699997;     103.199997;      94.599998;      89.300003
MOBY_702_b_oc;MOBY;KennethVoss;    20.809;  -157.197;20031021T000634Z;P10100100;M111110111101110100;    14.000;    41.598;       0.041829;       0.033064;       0.022328;       0.012360;       0.005094;       0.000472;       0.000155;       0.000135;       0.000022;            NaN;       1.219600;       1.070700;       0.778000;       0.431500;       0.170800;       0.014500;       0.004600;       0.004000;       0.000600;            NaN;      93.099998;     103.599998;     112.000000;     112.900002;     108.599998;      99.800003;      96.599998;      94.400002;      85.599998;      81.599998
MOBY_703_b_oc;MOBY;KennethVoss;    20.816;  -157.184;20031022T000825Z;P10100100;M111110111101110100;    14.000;    42.234;       0.042099;       0.031806;       0.020604;       0.010976;       0.004149;       0.000321;       0.000123;       0.000098;       0.000017;            NaN;       1.326100;       1.119800;       0.783100;       0.418600;       0.152200;       0.010800;       0.004000;       0.003200;       0.000500;            NaN;     101.000000;     113.199997;     123.000000;     124.300003;     119.800003;     110.300003;     106.900002;     104.400002;      95.400002;      90.400002
